id,name,now_cost,position,team,selected_rank,influence,points_per_game,starts,form,goals_scored,expected_goals_per_90,transfers_out_event,expected_goals_conceded,cost_change_event_fall,penalties_order,ict_index_rank_type,team_join_date,creativity,influence_rank,transfers_out,ep_next,saves_per_90,ep_this,cost_change_start,goals_conceded,expected_goal_involvements_per_90,points_per_game_rank,region,transfers_in,chance_of_playing_this_round,direct_freekicks_order,penalties_saved,now_cost_rank,creativity_rank_type,expected_goal_involvements,transfers_in_event,expected_assists_per_90,news,selected_rank_type,minutes,cost_change_start_fall,assists,ict_index,goals_conceded_per_90,starts_per_90,threat,influence_rank_type,value_form,creativity_rank,now_cost_rank_type,red_cards,news_added,corners_and_indirect_freekicks_order,expected_goals_conceded_per_90,event_points,total_points,threat_rank,can_select,web_name,threat_rank_type,points_per_game_rank_type,chance_of_playing_next_round,cost_change_event,form_rank,bonus,value_season,ict_index_rank,selected_by_percent,in_dreamteam,clean_sheets_per_90,expected_goals,penalties_missed,own_goals,yellow_cards,clean_sheets,form_rank_type,expected_assists,bps,dreamteam_count,status,saves
297,Wanya Marçal-Madivádua,45,MID,Leicester,638,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,254,,0.0,623,4478,0.0,0.0,0.0,0,0,0.0,629,,754,0.0,,0,393,256,0.00,0,0.0,Loaned to De Graafschap,274,0,0,0,0.0,0.0,0.0,0.0,255,0.0,617,242,0,2024-08-31T06:21:32.289998Z,,0.0,0,0,600,False,Marcal,250,258,0.0,0,563,0,0.0,622,0.0,False,0.0,0.00,0,0,0,0,217,0.00,0,0,u,0
298,Stephy Mavididi,51,MID,Leicester,291,247.0,2.6,12,3.2,3,0.11,118,23.77,0,4.0,60,2023-07-31,268.1,168,196309,3.2,0.0,3.2,-4,26,0.34,173,241.0,172671,,1.0,0,174,62,4.19,190,0.23,,93,1110,4,1,71.6,2.11,0.97,204.0,67,0.6,79,108,0,,,1.93,0,50,91,True,Mavididi,57,75,,0,70,3,9.8,99,0.3,False,0.08,1.36,0,0,2,1,34,2.83,185,0,a,0
299,Kasey McAteer,47,MID,Leicester,527,52.6,1.9,4,0.0,0,0.15,21,9.15,0,,169,2021-12-01,33.9,364,11506,0.0,0.0,0.0,-3,6,0.18,277,104.0,10767,100.0,,0,334,182,0.65,3,0.03,,204,330,3,1,14.9,1.64,1.09,65.0,170,0.0,322,215,0,2024-12-29T08:30:08.854035Z,,2.5,0,17,240,True,McAteer,135,122,100.0,0,632,0,3.6,348,0.0,False,0.27,0.55,0,0,0,1,266,0.10,53,0,a,0
300,Wilfred Ndidi,49,MID,Leicester,362,326.6,2.5,15,0.0,0,0.11,58,26.39,0,,71,2017-01-03,155.6,102,112203,0.0,0.0,0.0,-1,25,0.19,186,157.0,105603,0.0,,0,252,103,2.66,2,0.08,Hamstring injury - Expected back 01 Feb,121,1216,1,4,66.8,1.85,1.11,187.0,34,0.0,150,163,0,2024-12-09T09:30:06.387859Z,,1.95,0,37,105,True,Ndidi,69,80,0.0,0,654,1,7.6,116,0.2,False,0.07,1.53,0,1,4,1,281,1.13,204,1,i,0
301,Caleb Okoli,40,DEF,Leicester,230,236.4,1.3,9,0.6,0,0.02,306,20.26,0,,86,2024-07-09,10.7,174,121606,0.6,0.0,0.6,0,18,0.03,358,106.0,171458,100.0,,0,646,134,0.24,37,0.01,,89,799,0,0,28.3,2.03,1.01,36.0,65,0.2,390,183,0,2024-11-30T22:00:07.641824Z,,2.28,0,17,282,True,Okoli,88,120,100.0,0,287,1,4.2,276,0.7,False,0.11,0.14,0,0,2,1,89,0.10,84,0,a,0
302,Ricardo Barbosa Pereira,41,DEF,Leicester,472,13.8,1.0,2,0.0,0,0.0,13,2.08,0,,155,2018-06-09,5.7,436,21177,0.0,0.0,0.0,-4,4,0.02,411,173.0,5056,0.0,,0,595,142,0.03,6,0.02,Hamstring injury - Expected back 01 Mar,169,146,4,0,2.2,2.47,1.23,2.0,157,0.0,414,153,0,2024-11-10T23:00:07.847243Z,,1.28,0,2,415,True,Ricardo,148,142,0.0,0,489,0,0.5,449,0.1,False,0.0,0.00,0,0,1,0,202,0.03,10,0,i,0
303,Harry Souttar,40,DEF,Leicester,664,0.0,0.0,0,0.0,0,0.0,1,0.00,0,,180,,0.0,515,1473,0.0,0.0,0.0,0,0,0.0,521,,0,0.0,,0,617,177,0.00,0,0.0,Season long loan to Sheffield United,230,0,0,0,0.0,0.0,0.0,0.0,180,0.0,491,166,0,2024-08-07T08:21:01.638839Z,,0.0,0,0,456,False,Souttar,164,180,0.0,0,422,0,0.0,514,0.0,False,0.0,0.00,0,0,0,0,150,0.00,0,0,u,0
304,Jakub Stolarczyk,40,GKP,Leicester,301,84.0,2.0,3,1.2,0,0.0,184,4.74,0,,29,2020-09-04,0.0,333,15099,1.2,3.33,1.2,0,7,0.0,251,172.0,44388,100.0,,0,634,39,0.00,520,0.0,,47,270,0,0,8.4,2.33,1.0,0.0,29,0.3,504,55,0,2024-07-25T11:00:04.015354Z,,1.58,0,6,469,True,Stolarczyk,26,32,100.0,0,205,0,1.5,380,0.3,False,0.0,0.00,0,0,0,0,19,0.00,19,0,a,10
305,Luke Thomas,39,DEF,Leicester,140,28.0,0.5,2,0.2,0,0.01,553,3.96,0,,142,2020-07-15,15.0,398,134591,0.2,0.0,0.2,-1,6,0.04,490,241.0,259000,,,0,708,127,0.07,456,0.03,,56,179,1,0,5.3,3.02,1.01,10.0,142,0.1,376,235,0,,,1.99,0,1,364,True,Thomas,127,168,,0,347,0,0.3,417,1.9,False,0.0,0.02,0,0,0,0,113,0.05,12,0,a,0
306,Jamie Vardy,55,FWD,Leicester,58,306.6,4.2,18,1.8,6,0.39,3480,34.35,0,1.0,17,2012-07-01,152.1,117,2169871,1.8,0.0,1.8,0,36,0.52,43,241.0,2434879,100.0,,0,103,18,8.32,2332,0.13,,13,1461,0,4,84.9,2.22,1.11,394.0,16,0.3,154,30,0,2024-12-25T22:30:08.266785Z,,2.12,0,76,38,True,Vardy,15,12,100.0,0,168,10,13.8,76,6.4,False,0.06,6.27,0,0,4,1,23,2.05,273,1,a,0
307,Jannik Vestergaard,40,DEF,Leicester,172,218.6,0.7,11,0.4,0,0.0,548,16.70,0,,87,2021-08-13,22.7,188,278792,0.3,0.0,0.3,0,24,0.01,485,58.0,236345,75.0,,0,605,117,0.11,6,0.01,Knock - 75% chance of playing,68,930,0,0,27.3,2.32,1.06,30.0,73,0.1,351,158,0,2025-01-12T22:30:08.908200Z,,1.62,0,8,297,True,Vestergaard,96,165,75.0,0,322,0,2.0,279,1.5,False,0.0,0.04,0,0,4,0,104,0.07,65,0,d,0
308,Danny Ward,40,GKP,Leicester,144,35.4,1.0,1,0.2,0,0.0,385,3.35,0,,35,2018-07-20,0.0,391,157573,0.2,2.67,0.2,0,6,0.0,400,244.0,94589,,,0,607,30,0.00,58,0.0,,20,135,0,0,3.6,4.0,0.67,0.0,35,0.0,485,46,0,,,2.23,0,2,449,True,Ward,17,36,,0,351,0,0.5,431,1.8,False,0.0,0.00,0,0,0,0,26,0.00,-5,0,a,4
309,Harry Winks,45,MID,Leicester,62,204.8,2.0,13,1.4,0,0.01,1698,21.97,0,,100,2023-07-01,252.3,199,1939205,1.4,0.0,1.4,0,25,0.12,259,241.0,1228703,100.0,,0,363,66,1.56,455,0.11,,17,1148,0,2,48.0,1.96,1.02,21.0,82,0.3,83,229,0,2024-11-23T17:30:08.809600Z,2.0,1.72,0,30,324,True,Winks,172,111,100.0,0,193,0,6.7,189,6.0,False,0.0,0.16,0,0,3,0,87,1.40,207,0,a,0
501,Oliver Skipp,47,MID,Leicester,543,74.8,1.2,7,0.4,0,0.01,10,19.57,0,,160,2024-08-19,106.2,342,6363,0.4,0.0,0.4,-3,19,0.04,377,241.0,4371,,,0,332,128,0.34,5,0.03,,213,704,3,0,19.5,2.43,0.89,13.0,160,0.1,203,214,0,,,2.5,0,15,353,True,Skipp,187,180,,0,333,0,3.2,325,0.0,False,0.13,0.07,0,0,4,1,165,0.27,82,0,a,0
570,Abdul Fatawu,52,MID,Leicester,361,147.6,2.4,6,0.0,0,0.06,38,11.00,0,,112,2024-07-16,104.3,255,101135,0.0,0.0,0.0,-3,14,0.28,204,81.0,68845,0.0,,0,169,130,1.83,3,0.22,Knee injury - Expected back 01 Jun,120,576,3,2,40.1,2.19,0.94,148.0,109,0.0,207,104,0,2024-11-21T10:30:09.372550Z,,1.72,0,26,134,True,A.Fatawu,90,86,0.0,0,687,3,5.0,217,0.2,False,0.0,0.41,0,0,0,0,305,1.42,125,0,i,0
606,Will Alves,45,MID,Leicester,465,0.0,1.0,0,0.2,0,0.0,14,0.00,0,,277,2024-02-09,0.3,653,13016,0.2,0.0,0.2,0,0,0.0,434,241.0,12036,,,0,439,229,0.00,6,0.0,,170,1,0,0,0.0,0.0,0.0,0.0,278,0.0,455,273,0,,,0.0,0,1,634,True,Alves,273,199,,0,372,0,0.2,652,0.1,False,0.0,0.00,0,0,0,0,176,0.00,3,0,a,0
616,Ben Nelson,40,DEF,Leicester,620,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,198,,0.0,543,3665,0.0,0.0,0.0,0,0,0.0,549,,2208,0.0,,0,655,195,0.00,0,0.0,Loaned to Oxford United,213,0,0,0,0.0,0.0,0.0,0.0,198,0.0,522,191,0,2024-08-31T06:22:31.067773Z,,0.0,0,0,489,False,Nelson,184,198,0.0,0,453,0,0.0,542,0.0,False,0.0,0.00,0,0,0,0,170,0.00,0,0,u,0
635,Bilal El Khannouss,48,MID,Leicester,348,133.6,2.3,10,1.2,1,0.04,215,18.90,0,,114,2024-08-29,203.9,267,33331,1.2,0.0,1.2,-2,23,0.17,212,145.0,51945,,,0,321,82,1.46,89,0.13,,113,796,2,1,37.8,2.6,1.13,42.0,116,0.3,116,207,0,,4.0,2.14,0,34,271,True,El Khannouss,150,88,,0,217,3,7.1,228,0.2,False,0.11,0.35,0,0,1,1,99,1.11,137,1,a,0
694,Henry Cartwright,45,MID,Leicester,701,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,276,2024-12-13,0.0,652,155,0.0,0.0,0.0,0,0,0.0,658,241.0,314,,,0,438,278,0.00,1,0.0,,311,0,0,0,0.0,0.0,0.0,0.0,277,0.0,647,272,0,,,0.0,0,0,633,True,Cartwright,272,280,,0,599,0,0.0,651,0.0,False,0.0,0.00,0,0,0,0,243,0.00,0,0,a,0
708,Thomas Wilson-Brown,40,DEF,Leicester,683,0.0,0.0,0,0.0,0,0.0,5,0.00,0,,205,2022-07-08,0.0,551,120,0.0,0.0,0.0,0,0,0.0,557,241.0,298,,,0,666,203,0.00,14,0.0,,237,0,0,0,0.0,0.0,0.0,0.0,205,0.0,531,201,0,,,0.0,0,0,499,True,Wilson-Brown,193,205,,0,463,0,0.0,550,0.0,False,0.0,0.00,0,0,0,0,179,0.00,0,0,a,0
310,Alisson Ramses Becker,54,GKP,Liverpool,53,201.6,4.0,12,2.4,0,0.0,3735,8.35,0,,22,2018-07-19,13.0,206,1395075,3.4,1.94,3.4,-1,11,0.02,54,30.0,896300,100.0,,0,119,2,0.20,2775,0.02,,11,1068,1,0,21.3,0.93,1.01,0.0,23,0.4,384,2,0,2024-10-05T14:00:07.200306Z,,0.7,2,48,708,True,A.Becker,74,7,100.0,0,116,5,8.9,311,7.0,False,0.42,0.00,0,0,0,5,13,0.20,186,1,a,23
311,Trent Alexander-Arnold,72,DEF,Liverpool,10,439.6,4.5,18,4.6,1,0.04,12870,12.61,0,,4,2015-07-01,573.5,34,3307202,5.6,0.0,5.6,2,16,0.34,32,241.0,3001322,100.0,1.0,0,23,1,5.70,6648,0.3,,3,1484,-2,4,112.0,0.97,1.09,108.0,10,0.6,10,1,0,2024-11-10T01:30:08.685145Z,1.0,0.76,2,85,177,True,Alexander-Arnold,35,4,100.0,0,31,11,11.8,40,27.1,True,0.42,0.70,0,0,4,7,8,5.00,361,2,a,0
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,556,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,279,,0.0,655,17372,0.0,0.0,0.0,0,0,0.0,660,,2712,0.0,,0,441,280,0.00,0,0.0,Loaned to RB Salzburg,221,0,0,0,0.0,0.0,0.0,0.0,280,0.0,649,275,0,2024-08-31T06:19:45.092198Z,,0.0,0,0,636,False,Bajcetic,275,282,0.0,0,601,0,0.0,654,0.0,False,0.0,0.00,0,0,0,0,245,0.00,0,0,u,0
313,Conor Bradley,47,DEF,Liverpool,333,43.4,1.5,1,0.2,0,0.18,98,3.76,0,,116,2023-09-25,15.0,380,94614,1.2,0.0,1.2,-3,3,0.25,337,242.0,49047,100.0,,0,337,128,0.65,89,0.07,,125,235,3,0,15.1,1.15,0.38,93.0,134,0.0,377,47,0,2024-11-28T10:30:07.495614Z,,1.44,0,12,194,True,Bradley,46,115,100.0,0,378,0,2.6,346,0.2,False,0.38,0.46,0,0,1,1,132,0.19,47,0,a,0
315,Bobby Clark,45,MID,Liverpool,639,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,262,,0.0,636,5239,0.0,0.0,0.0,0,0,0.0,642,,444,0.0,,0,414,264,0.00,0,0.0,Transferred to RB Salzburg,275,0,0,0,0.0,0.0,0.0,0.0,263,0.0,631,252,0,2024-08-22T11:22:35.466323Z,,0.0,0,0,616,False,Clark,258,266,0.0,0,579,0,0.0,635,0.0,False,0.0,0.00,0,0,0,0,226,0.00,0,0,u,0
316,Darwin Núñez Ribeiro,70,FWD,Liverpool,148,148.2,2.2,7,0.6,2,0.29,544,10.55,0,3.0,26,2022-06-14,86.2,253,661809,1.6,0.0,0.0,-5,13,0.32,232,230.0,250705,0.0,,0,26,27,2.72,202,0.03,,22,749,5,2,46.0,1.56,0.84,232.0,26,0.1,234,11,0,2025-01-05T21:30:08.774181Z,,1.27,0,33,76,True,Darwin,26,30,100.0,0,319,1,4.7,194,1.8,False,0.24,2.43,0,0,5,2,35,0.29,141,0,a,0
317,Diogo Teixeira da Silva,72,MID,Liverpool,107,238.2,4.5,7,3.2,5,0.7,886,4.85,0,,70,2020-09-19,97.8,172,2520192,4.2,0.0,4.2,-3,4,0.79,33,173.0,1184348,100.0,,0,24,134,5.48,4731,0.09,,34,622,3,3,67.1,0.58,1.01,336.0,69,0.4,212,14,0,2024-10-20T21:30:07.041173Z,,0.7,7,59,49,True,Diogo J.,30,14,100.0,0,73,4,8.2,115,3.1,False,0.58,4.83,0,0,1,4,37,0.65,176,0,a,0
318,Ben Doak,45,MID,Liverpool,625,0.0,0.0,0,0.0,0,0.0,1,0.00,0,,264,,0.0,638,5568,0.0,0.0,0.0,0,0,0.0,644,,1136,0.0,,0,416,266,0.00,0,0.0,Loaned to Middlesbrough,264,0,0,0,0.0,0.0,0.0,0.0,265,0.0,633,254,0,2024-08-31T06:17:31.171503Z,,0.0,0,0,618,False,Doak,260,268,0.0,0,581,0,0.0,637,0.0,False,0.0,0.00,0,0,0,0,228,0.00,0,0,u,0
319,Harvey Elliott,52,MID,Liverpool,340,13.8,1.0,0,0.8,0,0.08,56,0.86,0,,194,2019-07-28,44.8,437,111420,1.8,0.0,1.8,-3,0,0.39,458,241.0,14734,100.0,,0,163,177,0.19,21,0.31,,110,43,3,0,6.7,0.0,0.0,8.0,203,0.2,298,98,0,2024-09-08T23:00:06.842081Z,,1.8,0,7,375,True,Elliott,199,216,100.0,0,277,0,1.3,397,0.2,False,0.0,0.04,0,0,0,0,137,0.15,22,0,a,0
320,Endo Wataru,46,MID,Liverpool,417,16.0,1.0,0,0.4,0,0.0,59,0.46,0,,205,2023-08-18,15.7,430,31240,1.4,0.0,1.4,-4,0,0.05,440,108.0,19170,,,0,345,205,0.03,34,0.05,,147,56,4,0,3.5,0.0,0.0,4.0,199,0.1,373,223,0,,,0.74,0,8,404,True,Endo,213,204,,0,331,0,1.7,432,0.1,False,0.0,0.00,0,0,0,0,163,0.03,26,0,a,0
321,Cody Gakpo,74,FWD,Liverpool,41,350.4,3.5,12,5.2,6,0.32,11050,9.94,0,,11,2023-01-01,311.9,84,642257,6.2,0.0,6.2,-1,13,0.52,84,152.0,1137611,,,0,19,3,6.19,12853,0.2,,11,1071,1,2,104.3,1.09,1.01,380.0,11,0.7,60,7,0,,,0.84,2,69,40,True,Gakpo,17,17,,0,22,12,9.3,44,8.8,False,0.17,3.83,0,0,4,2,4,2.37,319,1,a,0
322,Joe Gomez,47,DEF,Liverpool,235,130.4,1.6,6,0.6,0,0.06,1573,5.38,1,,96,2015-06-20,38.5,270,291648,0.0,0.0,0.0,-3,8,0.08,325,241.0,286531,0.0,,0,330,96,0.42,8,0.02,Hamstring injury - Unknown return date,90,517,3,0,22.8,1.39,1.04,58.0,100,0.1,307,44,0,2024-12-30T09:30:06.945841Z,,0.94,0,14,249,True,Gomez,75,112,0.0,-1,300,0,3.0,302,0.7,False,0.17,0.33,0,0,1,1,97,0.09,83,0,i,0
323,Ryan Gravenberch,50,MID,Liverpool,228,299.4,2.5,20,2.4,0,0.04,607,17.08,0,,73,2023-09-01,287.7,123,169371,3.4,0.0,3.4,0,19,0.16,188,152.0,207808,,,0,214,56,2.99,352,0.12,,70,1738,0,2,65.4,0.98,1.04,66.0,46,0.5,71,135,0,,,0.88,2,49,239,True,Gravenberch,134,81,,0,111,1,9.8,120,0.8,False,0.36,0.76,0,0,4,7,50,2.23,317,0,a,0
324,Curtis Jones,53,MID,Liverpool,250,260.2,3.4,10,3.6,3,0.3,1130,10.77,0,,65,2018-04-06,153.3,156,118209,4.6,0.0,4.6,-2,13,0.34,88,241.0,158902,100.0,,0,148,105,3.38,174,0.04,,76,880,2,3,69.6,1.33,1.02,282.0,61,0.7,152,86,0,2024-08-27T11:00:05.666567Z,,1.1,1,57,60,True,Jones,38,38,100.0,0,53,4,10.8,107,0.6,False,0.31,2.95,0,0,1,3,25,0.43,251,1,a,0
325,Caoimhin Kelleher,41,GKP,Liverpool,162,196.8,4.6,8,0.0,0,0.0,1987,9.68,1,,25,2016-08-06,0.0,210,617694,1.0,3.0,1.0,-4,9,0.0,23,104.0,709813,,,1,596,51,0.00,191,0.0,,23,720,4,0,19.7,1.12,1.0,0.0,24,0.0,557,41,0,,,1.21,0,37,527,True,Kelleher,39,2,,-1,490,1,9.0,323,1.6,False,0.38,0.00,0,0,0,3,60,0.00,127,1,a,24
326,Ibrahima Konaté,51,DEF,Liverpool,99,275.6,3.5,13,0.6,1,0.07,1021,11.36,0,,69,2021-07-01,51.3,138,2131525,1.6,0.0,1.6,1,11,0.08,80,73.0,2162640,100.0,,0,180,83,1.06,4400,0.01,,37,1129,-1,1,39.7,0.88,1.04,69.0,50,0.1,290,21,0,2024-11-28T10:30:07.514061Z,,0.91,2,49,237,True,Konaté,68,18,100.0,0,314,1,9.6,221,3.5,False,0.4,0.88,0,0,4,5,101,0.18,217,0,a,0
327,Luis Díaz,75,MID,Liverpool,19,399.4,5.1,14,4.8,8,0.39,32097,10.84,1,,17,2022-01-30,340.7,51,4600486,5.8,0.0,5.8,0,11,0.52,12,48.0,5708891,,,0,18,42,6.91,3460,0.13,,6,1186,0,3,120.8,0.83,1.06,469.0,15,0.6,54,12,0,,,0.82,1,97,26,True,Luis Díaz,14,5,,-1,29,10,12.9,23,20.4,False,0.61,5.16,0,0,2,8,16,1.75,319,3,a,0
328,Mohamed Salah,137,MID,Liverpool,1,972.2,10.6,20,11.0,18,0.83,3114,17.84,0,2.0,1,2017-07-01,570.1,1,2105781,12.0,0.0,12.0,12,20,1.08,1,63.0,5964774,,,0,2,10,21.11,4003,0.25,,1,1763,-12,13,277.3,1.02,1.02,1232.0,1,0.8,11,1,0,,,0.91,2,211,1,True,M.Salah,1,1,,0,1,35,15.4,1,70.3,True,0.41,16.27,0,0,1,8,1,4.84,693,8,a,0
329,Alexis Mac Allister,62,MID,Liverpool,149,302.2,2.9,17,6.0,1,0.1,1395,12.65,0,,46,2023-06-14,369.9,118,292016,7.0,0.0,7.0,-3,12,0.31,141,10.0,179451,100.0,,0,65,37,4.79,1437,0.21,,46,1411,3,4,87.6,0.77,1.08,204.0,44,1.0,46,40,0,2024-12-05T00:30:08.282606Z,4.0,0.81,2,55,92,True,Mac Allister,58,59,100.0,0,13,2,8.9,71,1.8,False,0.45,1.52,0,0,5,7,7,3.27,286,1,a,0
330,James McConnell,44,MID,Liverpool,511,0.0,0.0,0,0.0,0,0.0,21,0.00,0,,233,2023-07-18,0.0,591,8863,1.0,0.0,1.0,-1,0,0.0,597,241.0,8604,100.0,,0,512,235,0.00,7,0.0,,195,0,1,0,0.0,0.0,0.0,0.0,234,0.0,584,303,0,2024-09-10T11:24:32.362482Z,,0.0,0,0,564,True,McConnell,227,237,100.0,0,525,0,0.0,590,0.1,False,0.0,0.00,0,0,0,0,192,0.00,0,0,a,0
331,Tyler Morton,44,MID,Liverpool,430,0.0,0.0,0,0.0,0,0.0,47,0.00,0,,232,2021-07-22,0.0,589,26532,1.0,0.0,1.0,-1,0,0.0,595,241.0,29391,100.0,,0,508,234,0.00,13,0.0,,153,0,1,0,0.0,0.0,0.0,0.0,233,0.0,582,302,0,2024-09-10T11:27:39.864039Z,,0.0,0,0,562,True,Morton,226,236,100.0,0,522,0,0.0,588,0.1,False,0.0,0.00,0,0,0,0,191,0.00,0,0,a,0
332,Nathaniel Phillips,40,DEF,Liverpool,484,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,182,,0.0,517,17157,0.0,0.0,0.0,0,0,0.0,523,,4026,0.0,,0,619,179,0.00,0,0.0,Loaned to Derby County,174,0,0,0,0.0,0.0,0.0,0.0,182,0.0,493,168,0,2024-08-31T06:18:33.693343Z,,0.0,0,0,458,False,N.Phillips,166,182,0.0,0,424,0,0.0,516,0.1,False,0.0,0.00,0,0,0,0,152,0.00,0,0,u,0
333,Jarell Quansah,39,DEF,Liverpool,147,59.6,0.8,2,0.2,0,0.0,1849,3.64,0,,130,2021-12-18,4.8,356,681141,1.2,0.0,1.2,-6,4,0.05,477,241.0,280749,100.0,,0,710,143,0.13,544,0.05,,60,225,6,0,6.9,1.6,0.8,4.0,125,0.1,415,236,0,2024-08-23T09:30:06.099816Z,,1.46,0,4,398,True,Quansah,140,161,100.0,0,348,0,1.0,393,1.8,False,0.0,0.00,0,0,1,0,114,0.13,22,0,a,0
334,Rhys Williams,40,DEF,Liverpool,521,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,186,2020-09-23,0.0,522,14123,0.0,0.0,0.0,0,0,0.0,527,241.0,828,0.0,,0,626,183,0.00,0,0.0,Loaned to Morecambe,188,0,0,0,0.0,0.0,0.0,0.0,186,0.0,499,173,0,2024-08-22T11:18:16.485954Z,,0.0,0,0,464,False,R.Williams,170,185,0.0,0,429,0,0.0,521,0.0,False,0.0,0.00,0,0,0,0,156,0.00,0,0,u,0
335,Andrew Robertson,59,DEF,Liverpool,81,237.2,2.9,18,2.2,0,0.03,2495,14.83,0,,16,2017-07-21,418.6,173,1044062,3.2,0.0,3.2,-1,19,0.18,139,243.0,987997,,,0,80,7,2.86,717,0.15,,29,1443,1,0,76.3,1.19,1.12,109.0,64,0.4,33,7,1,,2.0,0.92,2,55,176,True,Robertson,34,41,,0,132,2,9.3,92,4.6,False,0.44,0.50,0,0,2,7,39,2.36,262,0,a,0
336,Dominik Szoboszlai,63,MID,Liverpool,170,252.4,3.4,13,3.8,2,0.29,837,12.30,0,,40,2023-07-02,418.6,161,449709,4.8,0.0,4.8,-2,13,0.5,93,98.0,347551,100.0,2.0,0,56,26,6.86,367,0.21,,52,1217,2,5,94.8,0.96,0.96,278.0,65,0.6,34,33,0,2024-12-27T00:30:09.581631Z,5.0,0.91,2,62,61,True,Szoboszlai,39,43,100.0,0,49,6,9.8,60,1.5,False,0.37,3.97,0,0,5,5,23,2.89,286,1,a,0
337,Konstantinos Tsimikas,46,DEF,Liverpool,375,97.4,2.1,2,1.2,0,0.03,56,2.24,0,,106,2020-08-10,78.9,312,59966,2.2,0.0,2.2,-4,1,0.35,239,83.0,26301,100.0,,0,347,64,1.06,207,0.32,,131,273,4,1,20.2,0.33,0.66,23.0,113,0.3,245,49,0,2024-11-25T09:30:07.571904Z,3.0,0.74,4,19,315,True,Tsimikas,106,75,100.0,0,212,1,4.1,321,0.2,False,0.33,0.08,0,0,0,1,74,0.98,92,0,a,0
339,Virgil van Dijk,64,DEF,Liverpool,15,465.2,3.9,20,2.4,1,0.06,10505,18.17,0,,17,2018-01-01,102.5,27,1468471,3.4,0.0,3.4,4,20,0.08,60,152.0,2271695,,3.0,0,46,52,1.68,3067,0.02,,7,1800,-4,1,76.0,1.0,1.0,193.0,7,0.4,209,2,0,,,0.91,2,77,103,True,Virgil,7,11,,0,121,3,12.0,93,22.5,False,0.4,1.28,0,0,1,8,34,0.40,344,0,a,0
636,Federico Chiesa,68,MID,Liverpool,407,0.2,1.0,0,0.0,0,0.8,57,0.55,0,,219,2024-08-29,0.9,492,47367,1.0,0.0,1.0,-2,0,1.2,467,106.0,46263,100.0,,0,34,224,0.24,36,0.4,,141,18,2,0,1.6,0.0,0.0,15.0,231,0.0,442,16,0,2024-12-26T10:30:09.366339Z,,2.75,0,1,349,True,Chiesa,186,224,100.0,0,717,0,0.1,463,0.1,False,0.0,0.16,0,0,0,0,323,0.08,-1,0,a,0
660,Vítezslav Jaros,40,GKP,Liverpool,388,8.8,1.0,0,0.0,0,0.0,82,0.14,0,,39,2019-07-10,0.0,452,22828,1.0,8.18,1.0,0,0,0.0,405,57.0,35288,,,0,633,38,0.00,4,0.0,,58,11,0,0,0.9,0.0,0.0,0.0,39,0.0,503,54,0,,,1.15,0,1,468,True,Jaros,25,38,,0,433,0,0.2,473,0.2,False,0.0,0.00,0,0,0,0,48,0.00,6,0,a,1
669,Harvey Davies,40,GKP,Liverpool,628,0.0,0.0,0,0.0,0,0.0,16,0.00,0,,63,2021-03-09,0.0,534,1013,1.0,0.0,1.0,0,0,0.0,539,241.0,1462,,,0,643,44,0.00,6,0.0,,71,0,0,0,0.0,0.0,0.0,0.0,63,0.0,513,60,0,,,0.0,0,0,478,True,Davies,31,63,,0,442,0,0.0,533,0.0,False,0.0,0.00,0,0,0,0,53,0.00,0,0,a,0
688,Treymaurice Nyoni,45,MID,Liverpool,693,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,292,2023-11-11,0.0,675,340,1.0,0.0,1.0,0,0,0.0,679,241.0,561,,,0,463,293,0.00,4,0.0,,304,0,0,0,0.0,0.0,0.0,0.0,293,0.0,669,290,0,,,0.0,0,0,656,True,Nyoni,288,295,,0,622,0,0.0,674,0.0,False,0.0,0.00,0,0,0,0,259,0.00,0,0,a,0
692,Amara Nallo,40,DEF,Liverpool,665,0.0,0.0,0,0.0,0,0.0,5,0.00,0,,223,2024-02-27,0.0,569,415,1.0,0.0,1.0,0,0,0.0,575,241.0,584,,,0,688,221,0.00,2,0.0,,231,0,0,0,0.0,0.0,0.0,0.0,223,0.0,549,223,0,,,0.0,0,0,518,True,Nallo,212,223,,0,481,0,0.0,568,0.0,False,0.0,0.00,0,0,0,0,197,0.00,0,0,a,0
709,Jayden Danns,45,FWD,Liverpool,600,0.0,0.0,0,0.0,0,0.0,70,0.00,0,,56,2024-02-20,0.0,642,669,1.0,0.0,1.0,0,0,0.0,648,241.0,2616,,,0,424,56,0.00,95,0.0,,75,0,0,0,0.0,0.0,0.0,0.0,56,0.0,637,69,0,,,0.0,0,0,622,True,Danns,56,59,,0,586,0,0.0,641,0.0,False,0.0,0.00,0,0,0,0,50,0.00,0,0,a,0
